herkunft,geschlecht,name,preis,zimmer,flaeche,stadt,einladung
deutsch,männlich,Stephan Braun,344.66,2,45,hamburg,FALSE
türkisch,männlich,Haimt Yilmaz,344.66,2,45,hamburg,FALSE
polnisch,männlich,Mikolaj Janowski,344.66,2,45,hamburg,FALSE
deutsch,weiblich,Nina Weiss,289,3,58.92,leipzig,TRUE
deutsch,männlich,Lovis Kuhn,344.66,2,45,hamburg,FALSE
deutsch,männlich,Carsten Meier,344.66,2,45,hamburg,FALSE
türkisch,weiblich,Aylin Demirci,220.5,2.5,50.34,dortmund,TRUE
deutsch,weiblich,Nina Weiss,220.5,2.5,50.34,dortmund,TRUE
polnisch,weiblich,Milena Adamowicz,220.5,2.5,50.34,dortmund,TRUE
türkisch,weiblich,Aylin Demirci,221.93,1,30,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,221.93,1,30,berlin,TRUE
deutsch,weiblich,Hanna Berg,221.93,1,30,berlin,TRUE
deutsch,männlich,Stephan Braun,399,2,50.54,dresden,TRUE
italienisch,männlich,Stefano Loguercio,399,2,50.54,dresden,TRUE
deutsch,männlich,Daniel Buschle,385,1.5,43,dortmund,TRUE
polnisch,männlich,Mikolaj Janowski,385,1.5,43,dortmund,TRUE
deutsch,männlich,Daniel Buschle,284.41,1,41.58,berlin,FALSE
italienisch,männlich,Stefano Loguercio,284.41,1,41.58,berlin,FALSE
türkisch,weiblich,Aylin Demirci,520,1,45,frankfurt,FALSE
deutsch,weiblich,Nina Weiss,520,1,45,frankfurt,FALSE
polnisch,weiblich,Milena Adamowicz,520,1,45,frankfurt,FALSE
arabisch,weiblich,Maryam Abedini,380,2,51.36,leipzig,TRUE
polnisch,weiblich,Milena Adamowicz,380,2,51.36,leipzig,TRUE
deutsch,weiblich,Nina Weiss,380,2,51.36,leipzig,TRUE
deutsch,männlich,Carsten Meier,350,2,44.32,dresden,TRUE
deutsch,männlich,Lovis Kuhn,350,2,44.32,dresden,TRUE
arabisch,weiblich,Maryam Abedini,320,1,39,dresden,TRUE
deutsch,weiblich,Hanna Berg,320,1,39,dresden,TRUE
deutsch,weiblich,Nina Weiss,265,1,44.02,leipzig,TRUE
italienisch,weiblich,Vittoria di Lauro,500,2,41,nürnberg,TRUE
arabisch,weiblich,Maryam Abedini,500,2,41,nürnberg,TRUE
italienisch,weiblich,Vittoria di Lauro,439.66,2.5,46.7,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,439.66,2.5,46.7,berlin,TRUE
deutsch,weiblich,Hanna Berg,439.66,2.5,46.7,berlin,TRUE
deutsch,männlich,Stephan Braun,293.6,2,48,magdeburg,TRUE
italienisch,männlich,Stefano Loguercio,450,2,37.5,frankfurt,TRUE
deutsch,männlich,Daniel Buschle,434,2,51.14,berlin,TRUE
deutsch,männlich,Stephan Braun,585,2,58.5,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,585,2,58.5,hamburg,TRUE
arabisch,männlich,Ismail Hamed,585,2,58.5,hamburg,TRUE
arabisch,männlich,Ismail Hamed,845,2,46.67,münchen,FALSE
türkisch,männlich,Haimt Yilmaz,845,2,46.67,münchen,FALSE
deutsch,männlich,Daniel Buschle,845,2,46.67,münchen,FALSE
deutsch,männlich,Daniel Buschle,351,2,58.55,magdeburg,TRUE
deutsch,männlich,Lovis Kuhn,351,2,58.55,magdeburg,TRUE
polnisch,männlich,Mikolaj Janowski,351,2,58.55,magdeburg,TRUE
deutsch,männlich,Carsten Meier,351,2,58.55,magdeburg,TRUE
italienisch,männlich,Stefano Loguercio,351,2,58.55,magdeburg,TRUE
deutsch,männlich,Stephan Braun,501.96,2,47,köln,TRUE
deutsch,männlich,Carsten Meier,501.96,2,47,köln,TRUE
polnisch,männlich,Mikolaj Janowski,501.96,2,47,köln,TRUE
arabisch,männlich,Ismail Hamed,501.96,2,47,köln,TRUE
polnisch,männlich,Mikolaj Janowski,450,2,37.5,frankfurt,TRUE
deutsch,männlich,Stephan Braun,450,2,37.5,frankfurt,TRUE
deutsch,weiblich,Nina Weiss,326.6,2,48.03,magdeburg,FALSE
italienisch,weiblich,Vittoria di Lauro,326.6,2,48.03,magdeburg,FALSE
türkisch,weiblich,Aylin Demirci,326.6,2,48.03,magdeburg,FALSE
polnisch,weiblich,Milena Adamowicz,378,1.5,39,nürnberg,TRUE
italienisch,weiblich,Vittoria di Lauro,378,1.5,39,nürnberg,TRUE
deutsch,weiblich,Hanna Berg,378,1.5,39,nürnberg,TRUE
türkisch,weiblich,Aylin Demirci,220.5,2.5,50.34,dortmund,FALSE
polnisch,weiblich,Milena Adamowicz,220.5,2.5,50.34,dortmund,FALSE
deutsch,weiblich,Nina Weiss,220.5,2.5,50.34,dortmund,FALSE
polnisch,männlich,Mikolaj Janowski,389.23,3,59.79,berlin,TRUE
deutsch,männlich,Daniel Buschle,389.23,3,59.79,berlin,TRUE
italienisch,männlich,Stefano Loguercio,389.23,3,59.79,berlin,TRUE
türkisch,weiblich,Aylin Demirci,340.67,1,32.6,berlin,FALSE
deutsch,weiblich,Nina Weiss,340.67,1,32.6,berlin,FALSE
polnisch,weiblich,Milena Adamowicz,340.67,1,32.6,berlin,FALSE
türkisch,männlich,Haimt Yilmaz,345,2,52.4,dresden,FALSE
deutsch,männlich,Daniel Buschle,345,2,52.4,dresden,FALSE
polnisch,männlich,Mikolaj Janowski,295.04,2,50.78,dortmund,FALSE
deutsch,männlich,Daniel Buschle,295.04,2,50.78,dortmund,FALSE
polnisch,männlich,Mikolaj Janowski,276.96,1,36.3,berlin,TRUE
deutsch,männlich,Daniel Buschle,276.96,1,36.3,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,276.96,1,36.3,berlin,TRUE
deutsch,männlich,Stephan Braun,405,2,54.85,dresden,TRUE
italienisch,männlich,Stefano Loguercio,405,2,54.85,dresden,TRUE
italienisch,weiblich,Vittoria di Lauro,607.5,2,45,köln,TRUE
arabisch,weiblich,Maryam Abedini,607.5,2,45,köln,TRUE
deutsch,weiblich,Hanna Berg,607.5,2,45,köln,TRUE
arabisch,männlich,Ismail Hamed,800,1,30,münchen,TRUE
deutsch,männlich,Daniel Buschle,800,1,30,münchen,TRUE
italienisch,männlich,Stefano Loguercio,800,1,30,münchen,TRUE
italienisch,weiblich,Vittoria di Lauro,553,2,50,köln,FALSE
türkisch,weiblich,Aylin Demirci,553,2,50,köln,FALSE
deutsch,weiblich,Hanna Berg,553,2,50,köln,FALSE
deutsch,weiblich,Hanna Berg,316.65,2,53.76,dortmund,TRUE
arabisch,weiblich,Maryam Abedini,316.65,2,53.76,dortmund,TRUE
italienisch,weiblich,Vittoria di Lauro,316.65,2,53.76,dortmund,TRUE
polnisch,männlich,Mikolaj Janowski,259,1,44.17,leipzig,FALSE
arabisch,männlich,Ismail Hamed,259,1,44.17,leipzig,FALSE
deutsch,männlich,Stephan Braun,259,1,44.17,leipzig,FALSE
arabisch,weiblich,Maryam Abedini,400.04,2,54.06,leipzig,TRUE
türkisch,weiblich,Aylin Demirci,230,1,33,dortmund,TRUE
arabisch,männlich,Ismail Hamed,565,2,51.58,köln,TRUE
arabisch,weiblich,Maryam Abedini,540,2,55,berlin,FALSE
deutsch,männlich,Daniel Buschle,565,2,51.58,köln,TRUE
deutsch,weiblich,Hanna Berg,540,2,55,berlin,FALSE
deutsch,weiblich,Nina Weiss,230,1,33,dortmund,TRUE
italienisch,weiblich,Vittoria di Lauro,540,2,55,berlin,FALSE
polnisch,weiblich,Milena Adamowicz,451,1,50.11,hamburg,FALSE
deutsch,männlich,Stephan Braun,410.22,2,55.51,berlin,TRUE
italienisch,männlich,Stefano Loguercio,410.22,2,55.51,berlin,TRUE
türkisch,weiblich,Aylin Demirci,410,2,45.03,dresden,TRUE
polnisch,weiblich,Milena Adamowicz,410,2,45.03,dresden,TRUE
deutsch,weiblich,Nina Weiss,410,2,45.03,dresden,TRUE
polnisch,männlich,Mikolaj Janowski,321,2,44.08,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,321,2,44.08,hamburg,TRUE
deutsch,männlich,Daniel Buschle,321,2,44.08,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,321,2,44.08,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,429.6,1,54,hamburg,TRUE
polnisch,weiblich,Milena Adamowicz,230,1,33,dortmund,TRUE
deutsch,männlich,Daniel Buschle,429.6,1,54,hamburg,TRUE
türkisch,männlich,Haimt Yilmaz,429.6,1,54,hamburg,TRUE
deutsch,männlich,Daniel Buschle,404.73,1.5,52.59,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,404.73,1.5,52.59,berlin,TRUE
arabisch,männlich,Ismail Hamed,404.73,1.5,52.59,berlin,FALSE
arabisch,männlich,Ismail Hamed,250,2,44.72,leipzig,TRUE
türkisch,weiblich,Aylin Demirci,270,2,47.01,leipzig,TRUE
deutsch,weiblich,Hanna Berg,270,2,47.01,leipzig,TRUE
türkisch,männlich,Haimt Yilmaz,250,2,44.72,leipzig,TRUE
arabisch,weiblich,Maryam Abedini,270,2,47.01,leipzig,TRUE
deutsch,männlich,Daniel Buschle,250,2,44.72,leipzig,TRUE
deutsch,weiblich,Hanna Berg,156.98,1,32.61,leipzig,TRUE
deutsch,weiblich,Hanna Berg,490,2,54,nürnberg,TRUE
türkisch,weiblich,Aylin Demirci,550,2,56.66,köln,TRUE
deutsch,weiblich,Nina Weiss,550,2,56.66,köln,TRUE
arabisch,weiblich,Maryam Abedini,550,2,56.66,köln,TRUE
deutsch,weiblich,Nina Weiss,389,3,56.86,dortmund,FALSE
polnisch,weiblich,Milena Adamowicz,300,2,50,magdeburg,TRUE
türkisch,weiblich,Aylin Demirci,270,2,45,magdeburg,TRUE
deutsch,weiblich,Nina Weiss,270,2,45,magdeburg,TRUE
deutsch,weiblich,Hanna Berg,540,2,55,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,540,2,55,berlin,TRUE
arabisch,männlich,Ismail Hamed,311.18,2,49.37,berlin,TRUE
arabisch,weiblich,Maryam Abedini,514,1,51.18,nürnberg,TRUE
türkisch,männlich,Haimt Yilmaz,311.18,2,49.37,berlin,TRUE
türkisch,weiblich,Aylin Demirci,514,1,51.18,nürnberg,TRUE
deutsch,männlich,Stephan Braun,311.18,2,49.37,berlin,TRUE
deutsch,weiblich,Hanna Berg,514,1,51.18,nürnberg,TRUE
italienisch,männlich,Stefano Loguercio,590,2,47,frankfurt,TRUE
deutsch,männlich,Stephan Braun,590,2,47,frankfurt,TRUE
türkisch,männlich,Haimt Yilmaz,590,2,47,frankfurt,TRUE
polnisch,weiblich,Milena Adamowicz,360,2,60,magdeburg,TRUE
türkisch,weiblich,Aylin Demirci,360,2,60,magdeburg,TRUE
deutsch,weiblich,Nina Weiss,360,2,60,magdeburg,TRUE
arabisch,männlich,Ismail Hamed,650,1,36,frankfurt,TRUE
polnisch,männlich,Mikolaj Janowski,650,1,36,frankfurt,TRUE
italienisch,weiblich,Vittoria di Lauro,348,1,32.74,berlin,TRUE
arabisch,weiblich,Maryam Abedini,348,1,32.74,berlin,TRUE
italienisch,männlich,Stefano Loguercio,446,3,58.6,frankfurt,TRUE
deutsch,weiblich,Hanna Berg,500,2,55,frankfurt,FALSE
deutsch,männlich,Carsten Meier,380,2,51.8,dresden,TRUE
deutsch,männlich,Daniel Buschle,446,3,58.6,frankfurt,TRUE
deutsch,männlich,Lovis Kuhn,380,2,51.8,dresden,TRUE
arabisch,männlich,Ismail Hamed,446,3,58.6,frankfurt,TRUE
polnisch,männlich,Mikolaj Janowski,523,2.5,53.56,berlin,TRUE
deutsch,männlich,Stephan Braun,523,2.5,53.56,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,523,2.5,53.56,berlin,TRUE
deutsch,weiblich,Nina Weiss,477,1,38,nürnberg,TRUE
arabisch,weiblich,Maryam Abedini,477,1,38,nürnberg,TRUE
türkisch,weiblich,Aylin Demirci,477,1,38,nürnberg,TRUE
arabisch,weiblich,Maryam Abedini,382,1,35.69,berlin,FALSE
deutsch,weiblich,Hanna Berg,382,1,35.69,berlin,FALSE
italienisch,weiblich,Vittoria di Lauro,382,1,35.69,berlin,FALSE
türkisch,männlich,Haimt Yilmaz,250,2,46,magdeburg,TRUE
deutsch,männlich,Stephan Braun,250,2,46,magdeburg,TRUE
polnisch,männlich,Mikolaj Janowski,250,2,46,magdeburg,TRUE
deutsch,weiblich,Hanna Berg,520,2,46,frankfurt,TRUE
arabisch,weiblich,Maryam Abedini,520,2,46,frankfurt,TRUE
italienisch,weiblich,Vittoria di Lauro,520,2,46,frankfurt,TRUE
deutsch,männlich,Stephan Braun,350,2,47,dresden,TRUE
arabisch,männlich,Ismail Hamed,350,2,47,dresden,TRUE
polnisch,männlich,Mikolaj Janowski,350,2,47,dresden,TRUE
polnisch,weiblich,Milena Adamowicz,475,1,38,köln,TRUE
deutsch,weiblich,Nina Weiss,475,1,38,köln,TRUE
italienisch,weiblich,Vittoria di Lauro,475,1,38,köln,TRUE
deutsch,männlich,Stephan Braun,349.19,3.5,53.23,dortmund,TRUE
italienisch,männlich,Stefano Loguercio,349.19,3.5,53.23,dortmund,TRUE
deutsch,männlich,Daniel Buschle,625,2,40,frankfurt,TRUE
polnisch,weiblich,Milena Adamowicz,358.86,2,58.83,dortmund,TRUE
italienisch,weiblich,Vittoria di Lauro,358.86,2,58.83,dortmund,TRUE
polnisch,weiblich,Milena Adamowicz,295,2,49.11,magdeburg,TRUE
deutsch,weiblich,Hanna Berg,295,2,49.11,magdeburg,TRUE
deutsch,weiblich,Hanna Berg,316,2,55.43,magdeburg,TRUE
deutsch,weiblich,Hanna Berg,456.55,2,44.37,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,456.55,2,44.37,berlin,TRUE
arabisch,weiblich,Maryam Abedini,456.55,2,44.37,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,550,1,32,frankfurt,TRUE
deutsch,männlich,Stephan Braun,253.44,2,47.9,nürnberg,TRUE
deutsch,männlich,Lovis Kuhn,253.44,2,47.9,nürnberg,TRUE
arabisch,männlich,Ismail Hamed,253.44,2,47.9,nürnberg,TRUE
deutsch,männlich,Carsten Meier,253.44,2,47.9,nürnberg,TRUE
polnisch,männlich,Mikolaj Janowski,253.44,2,47.9,nürnberg,TRUE
türkisch,männlich,Haimt Yilmaz,540,2,60,hamburg,TRUE
deutsch,männlich,Daniel Buschle,540,2,60,hamburg,TRUE
arabisch,männlich,Ismail Hamed,540,2,60,hamburg,TRUE
polnisch,weiblich,Milena Adamowicz,419.22,2,51.6,berlin,TRUE
deutsch,weiblich,Nina Weiss,419.22,2,51.6,berlin,TRUE
arabisch,weiblich,Maryam Abedini,382,1,35.69,berlin,TRUE
deutsch,weiblich,Hanna Berg,382,1,35.69,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,382,1,35.69,berlin,TRUE
italienisch,männlich,Stefano Loguercio,403.37,2,54.51,dresden,TRUE
deutsch,männlich,Lovis Kuhn,403.37,2,54.51,dresden,TRUE
italienisch,männlich,Stefano Loguercio,228.69,2,41.76,dortmund,FALSE
polnisch,männlich,Mikolaj Janowski,228.69,2,41.76,dortmund,FALSE
deutsch,männlich,Daniel Buschle,228.69,2,41.76,dortmund,FALSE
deutsch,weiblich,Hanna Berg,299.76,2,54.8,dresden,TRUE
deutsch,weiblich,Hanna Berg,312.4,2,48.21,dresden,TRUE
arabisch,weiblich,Maryam Abedini,312.4,2,48.21,dresden,TRUE
polnisch,weiblich,Milena Adamowicz,312.4,2,48.21,dresden,TRUE
polnisch,weiblich,Milena Adamowicz,299.76,2,54.8,dresden,TRUE
arabisch,weiblich,Maryam Abedini,299.76,2,54.8,dresden,TRUE
deutsch,männlich,Stephan Braun,585,1,35,münchen,TRUE
deutsch,männlich,Lovis Kuhn,355,1,41.8,magdeburg,TRUE
deutsch,männlich,Stephan Braun,521,2,59.63,berlin,TRUE
deutsch,männlich,Daniel Buschle,276,2,46,leipzig,TRUE
italienisch,männlich,Stefano Loguercio,276,2,46,leipzig,TRUE
türkisch,männlich,Haimt Yilmaz,276,2,46,leipzig,TRUE
deutsch,weiblich,Hanna Berg,332.32,2,53.6,dresden,TRUE
italienisch,männlich,Stefano Loguercio,521,2,59.63,berlin,TRUE
polnisch,männlich,Mikolaj Janowski,521,2,59.63,berlin,TRUE
deutsch,männlich,Stephan Braun,680,1,37,frankfurt,TRUE
deutsch,männlich,Stephan Braun,680,1,37,frankfurt,TRUE
deutsch,männlich,Carsten Meier,403.37,2,54.51,dresden,TRUE
polnisch,männlich,Mikolaj Janowski,403.37,2,54.51,dresden,TRUE
polnisch,weiblich,Milena Adamowicz,332.32,2,53.6,dresden,TRUE
polnisch,männlich,Mikolaj Janowski,273,2,46,leipzig,TRUE
arabisch,weiblich,Maryam Abedini,300,2,46.15,leipzig,TRUE
italienisch,weiblich,Vittoria di Lauro,300,2,46.15,leipzig,TRUE
deutsch,weiblich,Nina Weiss,250,1,32,köln,TRUE
polnisch,männlich,Mikolaj Janowski,330,2,55,dortmund,TRUE
italienisch,männlich,Stefano Loguercio,330,2,55,dortmund,TRUE
deutsch,männlich,Stephan Braun,330,2,55,dortmund,TRUE
arabisch,männlich,Ismail Hamed,350,1,44,dresden,TRUE
türkisch,weiblich,Aylin Demirci,290,1.5,37,hamburg,TRUE
deutsch,weiblich,Hanna Berg,290,1.5,37,hamburg,TRUE
italienisch,weiblich,Vittoria di Lauro,290,1.5,37,hamburg,TRUE
italienisch,männlich,Stefano Loguercio,500,2,51,berlin,TRUE
deutsch,männlich,Stephan Braun,500,2,51,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,500,2,51,berlin,TRUE
polnisch,männlich,Mikolaj Janowski,650,1,37,frankfurt,TRUE
deutsch,männlich,Daniel Buschle,650,1,37,frankfurt,TRUE
türkisch,männlich,Haimt Yilmaz,650,1,37,frankfurt,TRUE
arabisch,männlich,Ismail Hamed,279.96,2,46.66,magdeburg,TRUE
deutsch,männlich,Stephan Braun,535,3,59,hamburg,TRUE
deutsch,männlich,Lovis Kuhn,535,3,59,hamburg,TRUE
deutsch,männlich,Stephan Braun,279.96,2,46.66,magdeburg,TRUE
türkisch,männlich,Haimt Yilmaz,535,3,59,hamburg,TRUE
deutsch,männlich,Carsten Meier,535,3,59,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,279.96,2,46.66,magdeburg,TRUE
türkisch,weiblich,Aylin Demirci,419,2.5,53.22,köln,TRUE
arabisch,männlich,Ismail Hamed,535,3,59,hamburg,TRUE
arabisch,männlich,Ismail Hamed,458.78,2,57.39,berlin,TRUE
deutsch,männlich,Daniel Buschle,458.78,2,57.39,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,458.78,2,57.39,berlin,TRUE
italienisch,weiblich,Vittoria di Lauro,735,2,43,münchen,TRUE
italienisch,männlich,Stefano Loguercio,930,2,57,münchen,TRUE
deutsch,männlich,Daniel Buschle,930,2,57,münchen,TRUE
italienisch,weiblich,Vittoria di Lauro,820,2,54,münchen,TRUE
deutsch,weiblich,Hanna Berg,172,1,33,leipzig,TRUE
italienisch,weiblich,Vittoria di Lauro,345.6,3,54,nürnberg,TRUE
türkisch,männlich,Haimt Yilmaz,436,2,43.57,berlin,TRUE
deutsch,männlich,Daniel Buschle,436,2,43.57,berlin,TRUE
italienisch,männlich,Stefano Loguercio,436,2,43.57,berlin,TRUE
deutsch,weiblich,Hanna Berg,418.07,2,43.4,berlin,TRUE
türkisch,weiblich,Aylin Demirci,418.07,2,43.4,berlin,FALSE
italienisch,männlich,Stefano Loguercio,319,1,34.65,hamburg,TRUE
deutsch,männlich,Daniel Buschle,319,1,34.65,hamburg,TRUE
arabisch,männlich,Ismail Hamed,319,1,34.65,hamburg,TRUE
deutsch,männlich,Daniel Buschle,395,2,51,leipzig,TRUE
deutsch,männlich,Lovis Kuhn,395,2,51,leipzig,TRUE
deutsch,männlich,Carsten Meier,395,2,51,leipzig,TRUE
deutsch,weiblich,Hanna Berg,337.2,2,56.2,leipzig,TRUE
deutsch,männlich,Lovis Kuhn,331.43,2,46,berlin,FALSE
arabisch,männlich,Ismail Hamed,331.43,2,46,berlin,FALSE
türkisch,männlich,Haimt Yilmaz,331.43,2,46,berlin,FALSE
deutsch,männlich,Carsten Meier,331.43,2,46,berlin,FALSE
deutsch,männlich,Daniel Buschle,331.43,2,46,berlin,FALSE
deutsch,männlich,Stephan Braun,340,2,55,leipzig,TRUE
polnisch,männlich,Mikolaj Janowski,340,2,55,leipzig,TRUE
italienisch,männlich,Stefano Loguercio,340,2,55,leipzig,TRUE
deutsch,männlich,Stephan Braun,514,1.5,38.9,berlin,TRUE
italienisch,männlich,Stefano Loguercio,514,1.5,38.9,berlin,TRUE
türkisch,männlich,Haimt Yilmaz,514,1.5,38.9,berlin,TRUE
italienisch,männlich,Stefano Loguercio,450,2,37.5,frankfurt,FALSE
türkisch,männlich,Haimt Yilmaz,604,2,53.38,hamburg,TRUE
deutsch,männlich,Lovis Kuhn,604,2,53.38,hamburg,TRUE
deutsch,männlich,Daniel Buschle,604,2,53.38,hamburg,TRUE
deutsch,männlich,Carsten Meier,604,2,53.38,hamburg,TRUE
italienisch,männlich,Stefano Loguercio,604,2,53.38,hamburg,TRUE
deutsch,männlich,Stephan Braun,450,2,37.5,frankfurt,FALSE
polnisch,männlich,Mikolaj Janowski,450,2,37.5,frankfurt,FALSE
polnisch,männlich,Mikolaj Janowski,340,2,50,dortmund,TRUE
deutsch,weiblich,Nina Weiss,440,1,40.57,frankfurt,FALSE
türkisch,weiblich,Aylin Demirci,440,1,40.57,frankfurt,FALSE
arabisch,weiblich,Maryam Abedini,440,1,40.57,frankfurt,FALSE
türkisch,weiblich,Aylin Demirci,550,1,32.32,münchen,FALSE
italienisch,weiblich,Vittoria di Lauro,550,1,32.32,münchen,FALSE
polnisch,weiblich,Milena Adamowicz,185,1,33.96,leipzig,TRUE
türkisch,weiblich,Aylin Demirci,185,1,33.96,leipzig,TRUE
deutsch,weiblich,Hanna Berg,185,1,33.96,leipzig,TRUE
polnisch,weiblich,Milena Adamowicz,360,2.5,52,dortmund,TRUE
deutsch,weiblich,Nina Weiss,360,2.5,52,dortmund,TRUE
italienisch,weiblich,Vittoria di Lauro,359,2,53.07,leipzig,TRUE
polnisch,weiblich,Milena Adamowicz,359,2,53.07,leipzig,TRUE
arabisch,männlich,Ismail Hamed,255,1,39.17,leipzig,FALSE
polnisch,männlich,Mikolaj Janowski,255,1,39.17,leipzig,FALSE
deutsch,weiblich,Nina Weiss,562.5,1,45,hamburg,FALSE
polnisch,weiblich,Milena Adamowicz,537.5,1,43,hamburg,FALSE
deutsch,weiblich,Nina Weiss,299.7,2,49.95,magdeburg,TRUE
arabisch,weiblich,Maryam Abedini,562.5,1,45,hamburg,FALSE
italienisch,weiblich,Vittoria di Lauro,537.5,1,43,hamburg,FALSE
deutsch,männlich,Daniel Buschle,504,2,58,hamburg,TRUE
polnisch,männlich,Mikolaj Janowski,504,2,58,hamburg,TRUE
italienisch,männlich,Stefano Loguercio,265,2,42,magdeburg,TRUE
arabisch,männlich,Ismail Hamed,265,2,42,magdeburg,TRUE
deutsch,weiblich,Nina Weiss,537.5,1,43,hamburg,FALSE
deutsch,männlich,Daniel Buschle,265,2,42,magdeburg,TRUE
deutsch,weiblich,Nina Weiss,562.5,1,45,hamburg,TRUE
polnisch,weiblich,Milena Adamowicz,537.5,1,43,hamburg,TRUE
deutsch,weiblich,Hanna Berg,418.07,2,43.4,berlin,FALSE
deutsch,weiblich,Nina Weiss,419.34,1.5,45.71,berlin,TRUE
polnisch,männlich,Mikolaj Janowski,500,2,52,nürnberg,FALSE
deutsch,männlich,Daniel Buschle,400,1,48.8,köln,FALSE
italienisch,weiblich,Vittoria di Lauro,400,1,48.8,nürnberg,FALSE
arabisch,weiblich,Maryam Abedini,400,1,48.8,köln,FALSE
arabisch,weiblich,Maryam Abedini,500,2,52,frankfurt,FALSE
türkisch,männlich,Haimt Yilmaz,400,1,48.8,berlin,FALSE
deutsch,männlich,Stephan Braun,500,2,52,nürnberg,FALSE
polnisch,weiblich,Milena Adamowicz,400,1,48.8,frankfurt,FALSE
arabisch,weiblich,Maryam Abedini,400,1,48.8,nürnberg,FALSE
deutsch,weiblich,Nina Weiss,400,1,48.8,köln,FALSE
arabisch,männlich,Ismail Hamed,400,1,48.8,köln,FALSE
deutsch,männlich,Stephan Braun,400,1,48.8,berlin,FALSE
arabisch,männlich,Ismail Hamed,500,2,52,nürnberg,FALSE
polnisch,männlich,Mikolaj Janowski,400,1,48.8,köln,FALSE
arabisch,männlich,Ismail Hamed,400,1,48.8,berlin,FALSE
deutsch,weiblich,Hanna Berg,400,1,48.8,nürnberg,FALSE
polnisch,weiblich,Milena Adamowicz,400,1,48.8,köln,FALSE
deutsch,weiblich,Hanna Berg,500,2,52,frankfurt,FALSE
deutsch,weiblich,Nina Weiss,400,1,48.8,frankfurt,FALSE
deutsch,weiblich,Nina Weiss,480,1.5,43.87,hamburg,TRUE
polnisch,weiblich,Milena Adamowicz,480,1.5,43.87,hamburg,TRUE
deutsch,weiblich,Nina Weiss,260,1,41,dresden,TRUE
italienisch,weiblich,Vittoria di Lauro,260,1,41,dresden,TRUE
arabisch,weiblich,Maryam Abedini,260,1,41,dresden,TRUE
deutsch,männlich,Stephan Braun,255.64,2,36.52,dresden,TRUE
italienisch,männlich,Stefano Loguercio,255.64,2,36.52,dresden,TRUE
polnisch,männlich,Mikolaj Janowski,255.64,2,36.52,dresden,TRUE
deutsch,weiblich,Nina Weiss,423.3,2,42.33,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,423.3,2,42.33,berlin,FALSE
italienisch,weiblich,Vittoria di Lauro,423.3,2,42.33,berlin,FALSE
deutsch,männlich,Lovis Kuhn,501.96,2,47,köln,FALSE
arabisch,weiblich,Maryam Abedini,562.5,1,45,hamburg,TRUE
italienisch,weiblich,Vittoria di Lauro,537.5,1,43,hamburg,TRUE
deutsch,weiblich,Nina Weiss,562.5,1,45,hamburg,TRUE
deutsch,männlich,Stephan Braun,202.24,1,33.99,magdeburg,TRUE
polnisch,männlich,Mikolaj Janowski,202.24,1,33.99,magdeburg,TRUE
türkisch,männlich,Haimt Yilmaz,202.24,1,33.99,magdeburg,TRUE
italienisch,männlich,Stefano Loguercio,516.76,2.5,58.25,berlin,TRUE
deutsch,männlich,Stephan Braun,516.76,2.5,58.25,berlin,TRUE
deutsch,weiblich,Hanna Berg,295.19,2,53.67,magdeburg,TRUE
italienisch,weiblich,Vittoria di Lauro,526,3,59.62,nürnberg,TRUE
deutsch,weiblich,Nina Weiss,526,3,59.62,nürnberg,TRUE
deutsch,weiblich,Nina Weiss,285,2,45,leipzig,TRUE
italienisch,weiblich,Vittoria di Lauro,285,2,45,leipzig,TRUE
arabisch,männlich,Ismail Hamed,516.76,2.5,58.25,berlin,TRUE
polnisch,weiblich,Milena Adamowicz,299.7,2,49.95,magdeburg,TRUE
italienisch,männlich,Stefano Loguercio,520,1,52.18,berlin,TRUE
arabisch,männlich,Ismail Hamed,520,1,52.18,berlin,TRUE
deutsch,männlich,Stephan Braun,520,1,52.18,berlin,TRUE
deutsch,männlich,Carsten Meier,330,3,55.1,leipzig,TRUE
deutsch,männlich,Lovis Kuhn,267,2,46,leipzig,TRUE
deutsch,weiblich,Hanna Berg,337.2,2,56.2,leipzig,TRUE
polnisch,männlich,Mikolaj Janowski,517,1,36,münchen,TRUE
deutsch,männlich,Daniel Buschle,517,1,36,münchen,TRUE
deutsch,männlich,Stephan Braun,279.85,3,55.97,magdeburg,TRUE
deutsch,männlich,Lovis Kuhn,279.85,3,55.97,magdeburg,TRUE
